用户ID,商品ID,品牌,商品名称,商品类别,商品类目ID,行为类型,时间戳,售价,销量
379,12,LG,LG Galaxy S24,智能手机,1,addbuy,2025-12-13 1:56,1537,0
341,157,Apple,Apple Surface Pro,平板电脑,3,buy,2025-12-13 2:01,6000,2
779,205,LG,LG Galaxy Watch 6,智能手表,5,buy,2025-12-13 2:23,2724,1
590,196,LG,LG QN90C,电视,7,buy,2025-12-13 3:06,6254,1
116,123,HP,HP Galaxy Buds2,耳机,4,buy,2025-12-13 3:44,817,3
246,189,Sony,Sony Galaxy Buds2,耳机,4,buy,2025-12-13 3:49,109,2
273,93,Microsoft,Microsoft iPhone 15,智能手机,1,buy,2025-12-13 3:53,7531,3
684,136,Sony,Sony iPhone 15,智能手机,1,buy,2025-12-13 4:01,4014,1
254,81,Microsoft,Microsoft iPhone 16,智能手机,1,buy,2025-12-13 4:13,6408,4
317,110,Sony,Sony ThinkPad X1,笔记本电脑,2,addbuy,2025-12-13 4:27,10665,0
423,113,HP,HP U8K,电视,7,buy,2025-12-13 4:57,7213,1
107,10,HP,HP Galaxy Watch 6,智能手表,5,buy,2025-12-13 4:59,3688,3
544,183,Samsung,Samsung A80L,电视,7,addbuy,2025-12-13 5:00,1818,0
378,282,Samsung,Samsung C3,电视,7,buy,2025-12-13 5:13,2740,1
326,81,Lenovo,Lenovo FreeBuds Pro,耳机,4,buy,2025-12-13 5:45,811,1
444,259,Sony,Sony Galaxy Tab S9,平板电脑,3,buy,2025-12-13 5:50,3198,1
667,256,Sony,Sony Gram 17,笔记本电脑,2,buy,2025-12-13 6:17,11479,3
659,84,HP,HP X90L,电视,7,buy,2025-12-13 6:25,1755,4
542,211,Apple,Apple QLED TV,电视,7,addbuy,2025-12-13 7:23,6955,0
456,237,Huawei,Huawei Galaxy Buds2,耳机,4,buy,2025-12-13 8:23,928,1
410,166,Microsoft,Microsoft Sony XM5,耳机,4,buy,2025-12-13 8:32,844,3
4,58,Xiaomi,Xiaomi Galaxy Z Flip,智能手机,1,buy,2025-12-13 8:39,4227,1
718,183,Apple,Apple Xiaomi 14,智能手机,1,buy,2025-12-13 8:53,3113,3
26,189,Lenovo,Lenovo AirPods Pro,耳机,4,buy,2025-12-13 9:00,386,2
38,13,Lenovo,Lenovo Apple Watch S9,智能手表,5,buy,2025-12-13 9:30,2265,1
68,159,Huawei,Huawei Galaxy Buds2,耳机,4,addbuy,2025-12-13 10:16,408,0
123,218,HP,HP Galaxy Buds2,耳机,4,buy,2025-12-13 10:46,394,3
588,64,Sony,Sony R8,相机,6,buy,2025-12-13 11:32,2542,2
643,45,Dell,Dell Surface Pro,平板电脑,3,addbuy,2025-12-13 11:45,3472,0
125,102,Apple,Apple XPS 15,笔记本电脑,2,buy,2025-12-13 11:50,11983,3
727,79,LG,LG Z50,相机,6,buy,2025-12-13 12:25,8312,2
739,14,Dell,Dell iPhone 16,智能手机,1,buy,2025-12-13 12:37,5441,5
744,249,Huawei,Huawei U8K,电视,7,buy,2025-12-13 13:07,6552,2
737,192,LG,LG iPhone 16,智能手机,1,buy,2025-12-13 13:15,7349,3
152,87,Xiaomi,Xiaomi Galaxy Buds2,耳机,4,addbuy,2025-12-13 13:17,1290,0
717,98,HP,HP Galaxy Buds2,耳机,4,buy,2025-12-13 15:27,485,1
2,148,Microsoft,Microsoft XPS 15,笔记本电脑,2,addbuy,2025-12-13 15:32,12663,0
231,67,Xiaomi,Xiaomi MatePad Pro,平板电脑,3,buy,2025-12-13 17:30,4520,3
520,180,Dell,Dell AirPods Pro,耳机,4,buy,2025-12-13 19:10,530,1
51,283,Dell,Dell C3,电视,7,addbuy,2025-12-13 19:52,1824,0
399,255,Lenovo,Lenovo X90L,电视,7,addbuy,2025-12-13 20:21,5084,0
205,196,Lenovo,Lenovo R8,相机,6,buy,2025-12-13 20:43,4170,3
128,80,Apple,Apple Surface Laptop,笔记本电脑,2,addbuy,2025-12-13 21:37,4482,0
567,114,LG,LG Gram 17,笔记本电脑,2,addbuy,2025-12-13 21:46,10346,0
188,46,Lenovo,Lenovo Xiaomi 14,智能手机,1,buy,2025-12-13 22:02,5720,2
781,135,Dell,Dell Xiaomi 14,智能手机,1,buy,2025-12-13 22:28,5179,2
206,167,Dell,Dell Surface Laptop,笔记本电脑,2,buy,2025-12-13 22:42,12683,3
149,108,Sony,Sony XPS 15,笔记本电脑,2,buy,2025-12-13 22:57,11436,3
166,261,Huawei,Huawei Galaxy Tab S9,平板电脑,3,buy,2025-12-13 23:07,3428,1
300,130,Samsung,Samsung Fitbit Sense,智能手表,5,buy,2025-12-13 23:29,993,1
759,290,Lenovo,Lenovo Gram 17,笔记本电脑,2,addbuy,2025-12-14 0:20,6499,0
752,182,Huawei,Huawei R8,相机,6,addbuy,2025-12-14 0:26,4694,0
633,173,Dell,Dell Galaxy Tab S9,平板电脑,3,buy,2025-12-14 1:38,4646,2
249,246,Apple,Apple Xiaomi Pad 6,平板电脑,3,buy,2025-12-14 2:09,3219,1
57,140,Samsung,Samsung GH6,相机,6,buy,2025-12-14 2:55,5842,2
108,121,HP,HP MatePad Pro,平板电脑,3,buy,2025-12-14 3:16,4900,1
573,157,LG,LG Galaxy Tab S9,平板电脑,3,buy,2025-12-14 3:56,1599,2
153,7,Lenovo,Lenovo FreeBuds Pro,耳机,4,buy,2025-12-14 3:57,433,2
179,206,Xiaomi,Xiaomi Sony XM5,耳机,4,buy,2025-12-14 4:42,1237,5
680,205,Lenovo,Lenovo ThinkPad X1,笔记本电脑,2,buy,2025-12-14 4:43,14660,4
396,33,HP,HP MatePad Pro,平板电脑,3,addbuy,2025-12-14 5:42,3469,0
47,186,Sony,Sony Xiaomi Watch 2,智能手表,5,addbuy,2025-12-14 7:49,2259,0
179,35,Microsoft,Microsoft Apple Watch S9,智能手表,5,buy,2025-12-14 7:59,2032,3
275,37,Dell,Dell Gram 17,笔记本电脑,2,buy,2025-12-14 8:05,9878,2
439,140,LG,LG Watch GT 4,智能手表,5,buy,2025-12-14 8:43,1206,3
739,193,Samsung,Samsung GH6,相机,6,buy,2025-12-14 8:51,2368,2
462,281,Microsoft,Microsoft Galaxy S24,智能手机,1,addbuy,2025-12-14 9:44,5761,0
489,1,Huawei,Huawei Apple Watch S9,智能手表,5,buy,2025-12-14 9:47,2817,4
446,82,Sony,Sony Galaxy Tab S9,平板电脑,3,buy,2025-12-14 9:51,2432,2
99,70,Microsoft,Microsoft Xiaomi Pad 6,平板电脑,3,buy,2025-12-14 11:33,1500,1
315,38,Samsung,Samsung iPhone 16,智能手机,1,addbuy,2025-12-14 12:03,7109,0
636,207,Xiaomi,Xiaomi Sony XM5,耳机,4,buy,2025-12-14 12:53,555,4
465,208,Microsoft,Microsoft Xiaomi 14,智能手机,1,buy,2025-12-14 13:03,4862,3
221,38,Lenovo,Lenovo Surface Laptop,笔记本电脑,2,buy,2025-12-14 13:33,4684,2
237,41,HP,HP Sony XM5,耳机,4,addbuy,2025-12-14 13:57,405,0
449,200,Huawei,Huawei R8,相机,6,buy,2025-12-14 14:21,12000,2
544,274,LG,LG Surface Pro,平板电脑,3,buy,2025-12-14 14:52,1766,2
361,122,Lenovo,Lenovo A80L,电视,7,buy,2025-12-14 15:14,6635,2
702,293,Xiaomi,Xiaomi Xiaomi 14,智能手机,1,buy,2025-12-14 15:29,8000,2
94,196,Samsung,Samsung GH6,相机,6,addbuy,2025-12-14 15:38,6961,0
525,297,Xiaomi,Xiaomi MacBook Pro,笔记本电脑,2,buy,2025-12-14 16:17,9345,4
128,75,Huawei,Huawei iPhone 16,智能手机,1,buy,2025-12-14 16:23,6188,2
71,181,Samsung,Samsung Nothing Ear,耳机,4,buy,2025-12-14 16:55,50,1
388,140,LG,LG X-T5,相机,6,buy,2025-12-14 17:02,2581,3
492,4,HP,HP Watch GT 4,智能手表,5,buy,2025-12-14 17:28,2046,3
575,238,Huawei,Huawei Sony XM5,耳机,4,buy,2025-12-14 18:04,50,2
682,223,Sony,Sony ROG Zephyrus,笔记本电脑,2,buy,2025-12-14 18:11,10438,1
459,231,Sony,Sony U8K,电视,7,buy,2025-12-14 18:12,5571,3
395,178,Dell,Dell Galaxy Buds2,耳机,4,buy,2025-12-14 18:16,528,2
339,17,Apple,Apple FreeBuds Pro,耳机,4,buy,2025-12-14 18:41,1076,2
323,113,Xiaomi,Xiaomi Galaxy S24,智能手机,1,addbuy,2025-12-14 19:31,1196,0
757,198,Apple,Apple P60 Pro,智能手机,1,addbuy,2025-12-14 19:32,4753,0
191,238,Dell,Dell Nothing Ear,耳机,4,buy,2025-12-14 20:07,696,2
580,184,Samsung,Samsung Gram 17,笔记本电脑,2,buy,2025-12-14 20:18,11071,5
329,106,Dell,Dell Galaxy Tab S9,平板电脑,3,buy,2025-12-14 20:35,2716,2
478,5,LG,LG Nothing Ear,耳机,4,buy,2025-12-14 21:46,306,2
166,271,LG,LG C3,电视,7,addbuy,2025-12-14 21:56,2956,0
212,219,Dell,Dell QLED TV,电视,7,buy,2025-12-14 22:13,2855,1
629,149,Samsung,Samsung FreeBuds Pro,耳机,4,buy,2025-12-14 22:13,583,1
782,172,Lenovo,Lenovo Nothing Ear,耳机,4,buy,2025-12-14 22:15,1241,4
674,223,Sony,Sony Xiaomi Pad 6,平板电脑,3,addbuy,2025-12-14 22:23,4701,0
300,114,LG,LG FreeBuds Pro,耳机,4,buy,2025-12-14 22:24,509,2
313,63,Sony,Sony C3,电视,7,buy,2025-12-14 22:51,4181,1
251,125,Microsoft,Microsoft GH6,相机,6,addbuy,2025-12-14 23:05,8571,0
292,116,Microsoft,Microsoft X-T5,相机,6,buy,2025-12-14 23:26,6175,3
18,270,Dell,Dell FreeBuds Pro,耳机,4,buy,2025-12-14 23:31,1165,3
150,115,Lenovo,Lenovo X90L,电视,7,buy,2025-12-14 23:41,7864,2
431,66,LG,LG Fitbit Sense,智能手表,5,buy,2025-12-15 0:10,1098,2
224,295,HP,HP QLED TV,电视,7,buy,2025-12-15 1:39,6629,3
277,52,Lenovo,Lenovo Nothing Ear,耳机,4,buy,2025-12-15 1:40,1492,2
779,293,Samsung,Samsung iPhone 15,智能手机,1,buy,2025-12-15 2:39,2921,1
178,59,Apple,Apple Xiaomi 14,智能手机,1,buy,2025-12-15 3:01,4515,2
335,155,Apple,Apple Sony XM5,耳机,4,buy,2025-12-15 3:23,1219,5
294,212,LG,LG iPhone 16,智能手机,1,buy,2025-12-15 3:42,8000,3
136,65,HP,HP Surface Pro,平板电脑,3,buy,2025-12-15 3:44,4507,3
310,143,Apple,Apple iPhone 15,智能手机,1,addbuy,2025-12-15 3:46,1230,0
66,76,Sony,Sony Sony XM5,耳机,4,buy,2025-12-15 4:10,1231,2
145,183,Apple,Apple A7 IV,相机,6,buy,2025-12-15 4:22,5750,1
752,237,Samsung,Samsung iPhone 16,智能手机,1,buy,2025-12-15 5:28,1742,3
724,201,LG,LG Fitbit Sense,智能手表,5,buy,2025-12-15 5:41,2166,1
644,242,Microsoft,Microsoft ThinkPad X1,笔记本电脑,2,buy,2025-12-15 5:45,7087,1
588,112,Dell,Dell AirPods Pro,耳机,4,buy,2025-12-15 6:19,138,4
306,97,LG,LG ROG Zephyrus,笔记本电脑,2,addbuy,2025-12-15 6:28,5059,0
398,114,LG,LG Galaxy Z Flip,智能手机,1,buy,2025-12-15 6:48,3280,1
564,190,Xiaomi,Xiaomi U8K,电视,7,addbuy,2025-12-15 7:19,2030,0
196,209,Sony,Sony Galaxy Watch 6,智能手表,5,buy,2025-12-15 8:20,900,5
255,100,Huawei,Huawei MacBook Pro,笔记本电脑,2,addbuy,2025-12-15 9:02,6724,0
272,209,Sony,Sony iPhone 16,智能手机,1,addbuy,2025-12-15 9:32,3573,0
309,119,Samsung,Samsung AirPods Pro,耳机,4,addbuy,2025-12-15 10:02,610,0
517,203,Microsoft,Microsoft Surface Laptop,笔记本电脑,2,buy,2025-12-15 11:19,14897,3
566,161,Apple,Apple C3,电视,7,buy,2025-12-15 11:29,7977,1
288,196,Huawei,Huawei U8K,电视,7,buy,2025-12-15 11:29,7484,2
92,250,Huawei,Huawei ZV-E1,相机,6,buy,2025-12-15 11:37,11369,1
270,97,Samsung,Samsung A80L,电视,7,buy,2025-12-15 11:44,5035,1
60,80,Xiaomi,Xiaomi Watch GT 4,智能手表,5,addbuy,2025-12-15 12:12,907,0
168,83,LG,LG iPhone 15,智能手机,1,buy,2025-12-15 12:39,2944,3
401,174,Sony,Sony Sony XM5,耳机,4,buy,2025-12-15 13:03,1307,2
204,103,LG,LG Galaxy Tab S9,平板电脑,3,buy,2025-12-15 13:03,3013,2
240,5,Huawei,Huawei Surface Pro,平板电脑,3,buy,2025-12-15 13:38,2659,3
411,294,Huawei,Huawei Galaxy S24,智能手机,1,buy,2025-12-15 13:48,1924,3
236,12,Xiaomi,Xiaomi iPhone 15,智能手机,1,buy,2025-12-15 14:17,1793,2
480,226,Sony,Sony X-T5,相机,6,buy,2025-12-15 14:39,5496,1
439,234,Samsung,Samsung Gram 17,笔记本电脑,2,buy,2025-12-15 14:50,5284,2
146,245,HP,HP A80L,电视,7,buy,2025-12-15 14:54,4296,3
256,30,LG,LG Z50,相机,6,buy,2025-12-15 14:56,12000,2
58,41,LG,LG XPS 15,笔记本电脑,2,buy,2025-12-15 15:44,6785,2
789,133,Microsoft,Microsoft P60 Pro,智能手机,1,buy,2025-12-15 16:50,2335,1
30,111,Huawei,Huawei iPhone 16,智能手机,1,buy,2025-12-15 17:18,7734,1
131,277,Huawei,Huawei Apple Watch S9,智能手表,5,buy,2025-12-15 17:21,2075,5
760,9,Samsung,Samsung ROG Zephyrus,笔记本电脑,2,buy,2025-12-15 17:34,8883,2
678,68,Huawei,Huawei Galaxy Buds2,耳机,4,buy,2025-12-15 18:09,268,2
450,212,LG,LG AirPods Pro,耳机,4,buy,2025-12-15 18:49,475,4
748,53,Lenovo,Lenovo Xiaomi Pad 6,平板电脑,3,buy,2025-12-15 18:52,3759,1
267,212,HP,HP ThinkPad X1,笔记本电脑,2,buy,2025-12-15 18:52,11931,3
271,26,Microsoft,Microsoft XPS 15,笔记本电脑,2,buy,2025-12-15 19:25,5852,1
550,226,Lenovo,Lenovo XPS 15,笔记本电脑,2,buy,2025-12-15 19:37,10313,1
152,174,HP,HP Xiaomi 14,智能手机,1,buy,2025-12-15 19:45,2408,1
325,21,Huawei,Huawei Galaxy Buds2,耳机,4,buy,2025-12-15 19:45,917,4
404,274,LG,LG A80L,电视,7,buy,2025-12-15 20:06,6491,1
743,76,Sony,Sony U8K,电视,7,addbuy,2025-12-15 20:56,3972,0
463,294,Xiaomi,Xiaomi Galaxy Tab S9,平板电脑,3,buy,2025-12-15 22:20,3574,2
134,44,Huawei,Huawei iPhone 15,智能手机,1,buy,2025-12-15 22:42,7142,2
469,263,Samsung,Samsung Fitbit Sense,智能手表,5,buy,2025-12-15 23:01,976,3
567,213,LG,LG Xiaomi 14,智能手机,1,buy,2025-12-15 23:03,1263,2
686,38,Microsoft,Microsoft iPhone 15,智能手机,1,buy,2025-12-15 23:25,7793,2
711,19,HP,HP FreeBuds Pro,耳机,4,addbuy,2025-12-15 23:37,805,0
155,181,Xiaomi,Xiaomi P60 Pro,智能手机,1,buy,2025-12-16 0:02,7658,1
258,182,Microsoft,Microsoft P60 Pro,智能手机,1,buy,2025-12-16 0:15,1948,3
506,53,LG,LG AirPods Pro,耳机,4,buy,2025-12-16 0:22,520,1
398,131,Huawei,Huawei Sony XM5,耳机,4,buy,2025-12-16 0:25,292,3
187,84,Lenovo,Lenovo Xiaomi Watch 2,智能手表,5,buy,2025-12-16 0:35,1735,3
148,58,Sony,Sony Galaxy Tab S9,平板电脑,3,buy,2025-12-16 0:38,1659,2
329,134,Dell,Dell QLED TV,电视,7,buy,2025-12-16 0:43,4467,1
200,1,Dell,Dell iPhone 16,智能手机,1,buy,2025-12-16 2:39,5972,1
297,151,Xiaomi,Xiaomi iPhone 16,智能手机,1,buy,2025-12-16 2:54,6747,3
515,266,Apple,Apple Watch GT 4,智能手表,5,addbuy,2025-12-16 3:14,2063,0
339,7,Microsoft,Microsoft ROG Zephyrus,笔记本电脑,2,buy,2025-12-16 4:09,12237,4
11,192,Apple,Apple Galaxy Buds2,耳机,4,buy,2025-12-16 6:33,641,3
701,179,Dell,Dell P60 Pro,智能手机,1,buy,2025-12-16 6:56,6177,2
699,230,LG,LG Galaxy Buds2,耳机,4,buy,2025-12-16 7:40,309,2
187,204,Microsoft,Microsoft ZV-E1,相机,6,buy,2025-12-16 7:51,10071,3
613,163,Xiaomi,Xiaomi iPhone 16,智能手机,1,addbuy,2025-12-16 8:00,4623,0
464,255,Sony,Sony Galaxy Watch 6,智能手表,5,buy,2025-12-16 8:14,2415,2
368,291,Huawei,Huawei XPS 15,笔记本电脑,2,buy,2025-12-16 8:44,11731,2
409,179,Dell,Dell MacBook Pro,笔记本电脑,2,buy,2025-12-16 9:14,6324,1
138,15,Huawei,Huawei Nothing Ear,耳机,4,buy,2025-12-16 9:24,1003,1
162,78,Microsoft,Microsoft QLED TV,电视,7,buy,2025-12-16 9:28,6846,2
331,211,Samsung,Samsung AirPods Pro,耳机,4,buy,2025-12-16 9:54,1209,1
326,162,Huawei,Huawei GH6,相机,6,buy,2025-12-16 9:58,5398,2
239,224,Microsoft,Microsoft Galaxy Z Flip,智能手机,1,buy,2025-12-16 10:21,7345,3
419,89,Huawei,Huawei Xiaomi 14,智能手机,1,buy,2025-12-16 10:52,3038,2
783,93,Sony,Sony Xiaomi 14,智能手机,1,buy,2025-12-16 11:24,7890,4
344,133,Dell,Dell iPhone 15,智能手机,1,buy,2025-12-16 12:01,1370,4
348,50,Apple,Apple Fitbit Sense,智能手表,5,addbuy,2025-12-16 12:56,3416,0
671,276,Samsung,Samsung Galaxy Buds2,耳机,4,buy,2025-12-16 13:14,352,3
588,274,Apple,Apple Galaxy S24,智能手机,1,buy,2025-12-16 13:49,7048,2
658,43,Huawei,Huawei Apple Watch S9,智能手表,5,buy,2025-12-16 14:14,1879,2
79,191,Samsung,Samsung Galaxy Buds2,耳机,4,buy,2025-12-16 14:20,289,2
382,276,Samsung,Samsung ZV-E1,相机,6,buy,2025-12-16 14:21,6911,1
549,256,Lenovo,Lenovo Surface Laptop,笔记本电脑,2,buy,2025-12-16 14:30,6539,3
782,299,Apple,Apple iPhone 15,智能手机,1,buy,2025-12-16 14:45,4240,2
570,276,LG,LG Galaxy S24,智能手机,1,buy,2025-12-16 15:10,1969,1
769,69,Sony,Sony Galaxy S24,智能手机,1,buy,2025-12-16 16:01,1478,1
182,292,Apple,Apple Sony XM5,耳机,4,addbuy,2025-12-16 16:07,1229,0
538,246,HP,HP Xiaomi 14,智能手机,1,buy,2025-12-16 16:10,5170,4
795,199,Lenovo,Lenovo Galaxy S24,智能手机,1,buy,2025-12-16 17:38,2963,3
767,160,Sony,Sony Galaxy Z Flip,智能手机,1,buy,2025-12-16 17:41,6229,3
223,152,Dell,Dell Galaxy Buds2,耳机,4,buy,2025-12-16 17:58,398,1
145,224,Samsung,Samsung P60 Pro,智能手机,1,buy,2025-12-16 18:21,6286,4
188,9,Samsung,Samsung X90L,电视,7,buy,2025-12-16 18:42,2577,2
292,84,Samsung,Samsung MacBook Pro,笔记本电脑,2,addbuy,2025-12-16 18:44,9160,0
116,145,Lenovo,Lenovo XPS 15,笔记本电脑,2,buy,2025-12-16 18:46,13951,1
115,47,Microsoft,Microsoft ZV-E1,相机,6,buy,2025-12-16 18:49,10017,2
779,209,HP,HP Galaxy Tab S9,平板电脑,3,buy,2025-12-16 19:12,5472,4
285,295,Microsoft,Microsoft P60 Pro,智能手机,1,buy,2025-12-16 19:33,5929,1
165,264,Samsung,Samsung Xiaomi 14,智能手机,1,addbuy,2025-12-16 19:40,6726,0
59,113,Lenovo,Lenovo A7 IV,相机,6,buy,2025-12-16 20:07,5119,5
756,87,Dell,Dell iPhone 15,智能手机,1,buy,2025-12-16 20:52,4554,2
357,101,Apple,Apple iPhone 15,智能手机,1,buy,2025-12-16 20:54,6586,3
558,203,LG,LG Galaxy Buds2,耳机,4,addbuy,2025-12-16 21:12,456,0
647,24,Apple,Apple QN90C,电视,7,buy,2025-12-16 21:43,2893,3
543,121,Sony,Sony iPhone 16,智能手机,1,buy,2025-12-16 21:51,3566,3
567,83,Apple,Apple Galaxy S24,智能手机,1,buy,2025-12-16 22:00,5667,2
786,32,Huawei,Huawei Nothing Ear,耳机,4,buy,2025-12-16 22:26,1020,2
715,222,Dell,Dell Nothing Ear,耳机,4,buy,2025-12-16 23:26,202,4
233,91,Dell,Dell Galaxy Buds2,耳机,4,addbuy,2025-12-17 0:10,419,0
625,198,Xiaomi,Xiaomi P60 Pro,智能手机,1,buy,2025-12-17 0:33,7996,1
418,43,Xiaomi,Xiaomi Xiaomi Watch 2,智能手表,5,buy,2025-12-17 1:08,3461,1
556,207,Samsung,Samsung ZV-E1,相机,6,buy,2025-12-17 1:20,10256,2
254,223,HP,HP MacBook Pro,笔记本电脑,2,buy,2025-12-17 1:47,6903,2
77,98,Samsung,Samsung Apple Watch S9,智能手表,5,buy,2025-12-17 2:04,3017,1
206,116,Lenovo,Lenovo Galaxy Buds2,耳机,4,buy,2025-12-17 2:09,506,1
690,277,Huawei,Huawei iPhone 15,智能手机,1,buy,2025-12-17 2:41,6983,2
192,237,Xiaomi,Xiaomi Watch GT 4,智能手表,5,buy,2025-12-17 3:03,3055,2
489,167,Samsung,Samsung Fitbit Sense,智能手表,5,buy,2025-12-17 3:15,3926,3
395,49,HP,HP X-T5,相机,6,buy,2025-12-17 4:19,2331,2
596,86,Dell,Dell Watch GT 4,智能手表,5,buy,2025-12-17 4:19,3287,4
103,137,Lenovo,Lenovo Nothing Ear,耳机,4,buy,2025-12-17 4:29,187,4
131,240,Samsung,Samsung P60 Pro,智能手机,1,buy,2025-12-17 4:31,3220,1
472,258,Dell,Dell C3,电视,7,addbuy,2025-12-17 5:10,6497,0
430,297,LG,LG Fitbit Sense,智能手表,5,addbuy,2025-12-17 5:42,3501,0
710,154,Xiaomi,Xiaomi ROG Zephyrus,笔记本电脑,2,addbuy,2025-12-17 5:52,12865,0
753,9,HP,HP XPS 15,笔记本电脑,2,buy,2025-12-17 6:22,9871,2
378,205,Dell,Dell Surface Laptop,笔记本电脑,2,buy,2025-12-17 6:35,6627,2
363,295,Huawei,Huawei Nothing Ear,耳机,4,buy,2025-12-17 7:13,1139,1
210,158,LG,LG Xiaomi Pad 6,平板电脑,3,buy,2025-12-17 7:29,2141,1
167,176,Microsoft,Microsoft Fitbit Sense,智能手表,5,buy,2025-12-17 7:43,3385,1
688,223,Microsoft,Microsoft FreeBuds Pro,耳机,4,buy,2025-12-17 8:55,631,4
756,153,Apple,Apple Surface Laptop,笔记本电脑,2,buy,2025-12-17 9:03,14418,3
456,138,Microsoft,Microsoft iPhone 15,智能手机,1,buy,2025-12-17 9:06,2214,1
422,217,Huawei,Huawei Fitbit Sense,智能手表,5,buy,2025-12-17 9:30,3412,2
588,203,Samsung,Samsung A80L,电视,7,buy,2025-12-17 11:02,6290,3
567,235,Lenovo,Lenovo Apple Watch S9,智能手表,5,buy,2025-12-17 11:15,2595,3
573,181,HP,HP Galaxy S24,智能手机,1,buy,2025-12-17 11:16,3665,4
416,142,Microsoft,Microsoft Watch GT 4,智能手表,5,buy,2025-12-17 11:27,3724,1
517,155,Xiaomi,Xiaomi U8K,电视,7,buy,2025-12-17 11:46,2176,2
296,235,HP,HP Galaxy Tab S9,平板电脑,3,buy,2025-12-17 11:51,2431,1
409,298,LG,LG Galaxy Buds2,耳机,4,addbuy,2025-12-17 12:19,1234,0
300,300,Samsung,Samsung Sony XM5,耳机,4,buy,2025-12-17 15:01,1221,2
324,6,Sony,Sony Galaxy S24,智能手机,1,buy,2025-12-17 15:16,5186,2
656,264,Huawei,Huawei Xiaomi 14,智能手机,1,buy,2025-12-17 15:28,7599,4
122,17,LG,LG Galaxy Watch 6,智能手表,5,buy,2025-12-17 15:42,2220,5
41,204,Huawei,Huawei Sony XM5,耳机,4,buy,2025-12-17 15:45,389,2
63,10,Lenovo,Lenovo U8K,电视,7,buy,2025-12-17 16:42,4726,1
259,184,Sony,Sony GH6,相机,6,buy,2025-12-17 16:56,10809,2
570,277,Xiaomi,Xiaomi A7 IV,相机,6,buy,2025-12-17 17:09,10374,2
43,169,Xiaomi,Xiaomi Xiaomi 14,智能手机,1,buy,2025-12-17 17:38,5779,1
243,243,Lenovo,Lenovo ROG Zephyrus,笔记本电脑,2,buy,2025-12-17 17:53,11860,2
356,213,Samsung,Samsung P60 Pro,智能手机,1,buy,2025-12-17 18:21,3325,2
380,7,Huawei,Huawei A80L,电视,7,buy,2025-12-17 18:22,3244,1
696,177,Xiaomi,Xiaomi AirPods Pro,耳机,4,buy,2025-12-17 19:07,50,3
607,183,Dell,Dell Apple Watch S9,智能手表,5,buy,2025-12-17 20:22,3748,1
397,150,Apple,Apple Galaxy S24,智能手机,1,addbuy,2025-12-17 20:49,6188,0
197,225,Sony,Sony P60 Pro,智能手机,1,addbuy,2025-12-17 22:11,1880,0
460,292,Sony,Sony Sony XM5,耳机,4,buy,2025-12-17 22:16,1298,3
670,61,HP,HP iPad Pro,平板电脑,3,addbuy,2025-12-17 22:33,1981,0
659,18,Huawei,Huawei Galaxy Z Flip,智能手机,1,addbuy,2025-12-17 22:57,5389,0
382,63,Xiaomi,Xiaomi X-T5,相机,6,buy,2025-12-17 23:20,2368,3
311,130,Sony,Sony FreeBuds Pro,耳机,4,buy,2025-12-17 23:34,65,2
403,248,Microsoft,Microsoft iPad Pro,平板电脑,3,buy,2025-12-17 23:45,2684,1
573,206,LG,LG Surface Laptop,笔记本电脑,2,addbuy,2025-12-17 23:48,8633,0
387,73,Sony,Sony MacBook Pro,笔记本电脑,2,buy,2025-12-18 0:02,10015,1
626,224,LG,LG MatePad Pro,平板电脑,3,buy,2025-12-18 0:06,2391,1
787,92,LG,LG Sony XM5,耳机,4,buy,2025-12-18 0:41,898,1
9,170,Samsung,Samsung Surface Pro,平板电脑,3,addbuy,2025-12-18 0:48,2901,0
31,133,Sony,Sony Galaxy Z Flip,智能手机,1,buy,2025-12-18 0:49,2842,2
311,278,HP,HP A80L,电视,7,buy,2025-12-18 1:11,5544,2
612,115,LG,LG FreeBuds Pro,耳机,4,buy,2025-12-18 1:35,790,3
99,119,LG,LG Galaxy Buds2,耳机,4,buy,2025-12-18 2:29,1303,1
501,42,LG,LG AirPods Pro,耳机,4,buy,2025-12-18 2:52,1059,2
224,53,LG,LG FreeBuds Pro,耳机,4,buy,2025-12-18 3:03,277,3
4,128,Microsoft,Microsoft A7 IV,相机,6,addbuy,2025-12-18 3:46,4882,0
70,242,Huawei,Huawei C3,电视,7,addbuy,2025-12-18 4:07,4595,0
507,81,Huawei,Huawei Xiaomi Watch 2,智能手表,5,addbuy,2025-12-18 4:09,1968,0
658,280,Sony,Sony GH6,相机,6,buy,2025-12-18 4:31,9168,1
570,165,Microsoft,Microsoft Galaxy S24,智能手机,1,buy,2025-12-18 5:34,6918,3
186,300,LG,LG XPS 15,笔记本电脑,2,buy,2025-12-18 5:48,9346,2
730,161,LG,LG R8,相机,6,buy,2025-12-18 5:57,6888,2
336,251,Samsung,Samsung P60 Pro,智能手机,1,buy,2025-12-18 6:01,1837,2
69,29,Samsung,Samsung Galaxy Z Flip,智能手机,1,buy,2025-12-18 6:05,4130,3
49,186,Lenovo,Lenovo ZV-E1,相机,6,addbuy,2025-12-18 6:20,7330,0
459,233,Samsung,Samsung FreeBuds Pro,耳机,4,addbuy,2025-12-18 6:44,787,0
784,188,HP,HP R8,相机,6,buy,2025-12-18 6:47,6971,2
